,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
DHRS3,1.44E-117,0.50756588,0.47,0.172,4.11E-113,1,DHRS3
MROH7,4.42E-117,0.554486761,0.629,0.352,1.26E-112,1,MROH7
RP11-536N17.1,1.92E-116,0.462802767,0.463,0.166,5.50E-112,1,RP11-536N17.1
CSNK1D,5.68E-116,0.586235727,0.815,0.72,1.62E-111,1,CSNK1D
KLK11,1.52E-115,0.615082879,0.504,0.204,4.36E-111,1,KLK11
TCEB2,1.04E-114,0.320088565,0.998,0.994,2.97E-110,1,TCEB2
NAA38,3.29E-114,0.482007998,0.916,0.889,9.43E-110,1,NAA38
RP11-286O18.1,5.21E-114,0.604403269,0.599,0.289,1.49E-109,1,RP11-286O18.1
ATAD1,2.66E-113,0.528676237,0.943,0.766,7.63E-109,1,ATAD1
LYL1,1.03E-112,0.523698678,0.842,0.625,2.95E-108,1,LYL1
CEP112,1.47E-112,0.572573345,0.893,0.65,4.20E-108,1,CEP112
RP11-597D13.8,1.59E-112,0.657817909,0.843,0.603,4.55E-108,1,RP11-597D13.8
RP11-7M8.2,1.72E-112,0.368201604,0.385,0.113,4.91E-108,1,RP11-7M8.2
OSGIN1,1.76E-112,0.399766446,0.4,0.131,5.04E-108,1,OSGIN1
SPZ1,7.03E-111,0.556960803,0.704,0.386,2.01E-106,1,SPZ1
SLC25A37,8.86E-111,0.521599564,0.877,0.686,2.54E-106,1,SLC25A37
TBC1D21,1.85E-110,0.569555155,0.756,0.469,5.29E-106,1,TBC1D21
PRKCZ,2.00E-110,0.623867955,0.731,0.524,5.72E-106,1,PRKCZ
CTD-2520I13.1,2.19E-110,0.489157442,0.574,0.286,6.28E-106,1,CTD-2520I13.1
TEX35,2.48E-110,0.829392275,0.819,0.623,7.09E-106,1,TEX35
GHITM,4.50E-110,0.406689813,0.958,0.951,1.29E-105,1,GHITM
TSACC,1.24E-109,0.450706412,0.998,0.982,3.54E-105,1,TSACC
PPP1R11,1.62E-109,0.53085018,0.829,0.726,4.64E-105,1,PPP1R11
BCL2L14,1.68E-109,0.534479713,0.806,0.471,4.80E-105,1,BCL2L14
ICA1,4.03E-109,0.487672752,0.844,0.559,1.15E-104,1,ICA1
RP11-369E15.4,1.01E-108,0.371192072,0.382,0.115,2.90E-104,1,RP11-369E15.4
C17orf107,9.60E-108,0.406736247,0.391,0.131,2.75E-103,1,C17orf107
ALKBH7,1.53E-107,0.438732657,0.997,0.958,4.39E-103,1,ALKBH7
PKIB,2.47E-107,0.542665548,0.572,0.288,7.07E-103,1,PKIB
GNG2,2.61E-107,0.697347376,0.789,0.522,7.48E-103,1,GNG2
CD37,5.06E-107,0.383299216,0.461,0.166,1.45E-102,1,CD37
PHF7,1.10E-106,0.463677967,0.998,0.962,3.14E-102,1,PHF7
LINC01350,1.54E-106,0.680125299,0.774,0.476,4.40E-102,1,LINC01350
PAIP2,7.42E-106,0.371250249,0.976,0.97,2.12E-101,1,PAIP2
ADARB2,9.74E-105,0.366274101,0.39,0.128,2.79E-100,1,ADARB2
RP11-420J11.2,1.02E-104,0.439508374,0.499,0.215,2.93E-100,1,RP11-420J11.2
NBR1,1.12E-104,0.60069869,0.745,0.607,3.20E-100,1,NBR1
NFKBIB,1.23E-104,0.622402705,0.761,0.492,3.51E-100,1,NFKBIB
FAM71E1,2.43E-103,0.68652103,0.893,0.782,6.94E-99,1,FAM71E1
MCM8-AS1,2.85E-103,0.441294091,0.486,0.201,8.16E-99,1,MCM8-AS1
C2orf88,4.28E-103,0.70678732,0.851,0.713,1.22E-98,1,C2orf88
CPEB3,7.24E-103,0.499097209,0.621,0.353,2.07E-98,1,CPEB3
LINC01255,1.63E-102,0.50148654,0.704,0.414,4.66E-98,1,LINC01255
RP5-908M14.5,3.89E-102,0.414290563,0.369,0.115,1.11E-97,1,RP5-908M14.5
C20orf144,4.33E-102,0.408125326,0.962,0.719,1.24E-97,1,C20orf144
DDI1,4.42E-102,0.481109671,0.824,0.493,1.27E-97,1,DDI1
SORBS3,6.31E-102,0.557005995,0.648,0.395,1.80E-97,1,SORBS3
FHL5,7.69E-102,0.611909194,0.852,0.624,2.20E-97,1,FHL5
RP11-345J4.3,8.48E-102,0.312273034,0.299,0.075,2.43E-97,1,RP11-345J4.3
AC092155.4,8.99E-102,0.476049715,0.505,0.229,2.57E-97,1,AC092155.4
ANO2,1.66E-101,0.399931141,0.385,0.132,4.75E-97,1,ANO2
FBXO39,1.00E-100,0.523757749,0.636,0.304,2.87E-96,1,FBXO39
FGF14-AS1,3.21E-100,0.570162379,0.487,0.202,9.19E-96,1,FGF14-AS1
MTFR1,5.45E-100,0.485909852,0.784,0.666,1.56E-95,1,MTFR1
PCYT2,1.14E-99,0.572523719,0.976,0.807,3.27E-95,1,PCYT2
AC004070.1,3.97E-99,0.304865515,0.295,0.077,1.14E-94,1,AC004070.1
AC006942.4,4.38E-99,0.498190424,0.682,0.413,1.25E-94,1,AC006942.4
CLCNKA,9.79E-99,0.494803419,0.381,0.131,2.80E-94,1,CLCNKA
LINC00851,2.11E-98,0.525258676,0.612,0.357,6.03E-94,1,LINC00851
GRID2,1.20E-97,0.464594593,0.734,0.429,3.42E-93,1,GRID2
CCDC57,7.71E-97,0.503808762,0.52,0.269,2.21E-92,1,CCDC57
PHACTR2-AS1,2.90E-96,0.499687434,0.644,0.372,8.29E-92,1,PHACTR2-AS1
CELA3B,4.86E-96,0.299541454,0.322,0.091,1.39E-91,1,CELA3B
MAPT,1.42E-95,0.46513984,0.526,0.246,4.08E-91,1,MAPT
RP11-17M16.2,3.56E-94,0.391443219,0.446,0.184,1.02E-89,1,RP11-17M16.2
GPR182,7.46E-94,0.365017589,0.389,0.138,2.14E-89,1,GPR182
TIMP2,1.61E-93,0.4914621,0.647,0.42,4.60E-89,1,TIMP2
RP11-30L15.6,2.77E-92,0.453738894,0.491,0.231,7.93E-88,1,RP11-30L15.6
RP11-805I24.1,3.60E-92,0.344719352,0.328,0.1,1.03E-87,1,RP11-805I24.1
BACH1,4.35E-92,0.478875558,0.555,0.299,1.25E-87,1,BACH1
ZNF571-AS1,1.00E-91,0.546851942,0.619,0.414,2.87E-87,1,ZNF571-AS1
PAQR5,1.63E-91,0.287831874,0.328,0.099,4.67E-87,1,PAQR5
ABHD1,4.00E-91,0.535547995,0.842,0.667,1.14E-86,1,ABHD1
CA2,6.12E-91,0.324298397,0.348,0.114,1.75E-86,1,CA2
LYPD6,2.52E-90,0.377631731,0.421,0.171,7.21E-86,1,LYPD6
RP11-1338A24.1,6.75E-90,0.336419061,0.309,0.09,1.93E-85,1,RP11-1338A24.1
AVPI1,6.10E-89,0.411766924,0.424,0.173,1.75E-84,1,AVPI1
ZBTB20-AS1,2.99E-88,0.525675522,0.718,0.45,8.55E-84,1,ZBTB20-AS1
CDV3,5.52E-88,0.490404452,0.816,0.679,1.58E-83,1,CDV3
C17orf50,6.81E-87,0.40944978,0.952,0.63,1.95E-82,1,C17orf50
TIAM2,7.87E-87,0.449869424,0.507,0.252,2.25E-82,1,TIAM2
RNF139,8.16E-87,0.459500883,0.917,0.767,2.34E-82,1,RNF139
ZNF688,3.05E-86,0.490473722,0.787,0.566,8.72E-82,1,ZNF688
C17orf105,4.70E-86,0.521552621,0.844,0.612,1.34E-81,1,C17orf105
ARMC12,3.94E-84,0.474461114,0.755,0.471,1.13E-79,1,ARMC12
KLHDC3,5.40E-84,0.39447044,0.949,0.847,1.55E-79,1,KLHDC3
RP11-158I23.1,1.12E-83,0.351783404,0.422,0.169,3.20E-79,1,RP11-158I23.1
VRK3,1.73E-83,0.441075802,0.936,0.859,4.96E-79,1,VRK3
NAT6,3.95E-83,0.478460939,0.714,0.515,1.13E-78,1,NAT6
FAM229A,4.42E-83,0.477334157,0.958,0.773,1.26E-78,1,FAM229A
TMEM91,4.74E-83,0.444622401,0.588,0.343,1.36E-78,1,TMEM91
TMEM120A,5.69E-83,0.462510668,0.875,0.734,1.63E-78,1,TMEM120A
AGPAT2,9.51E-83,0.401644853,0.605,0.325,2.72E-78,1,AGPAT2
RP11-520D19.1,1.48E-82,0.465645882,0.551,0.306,4.23E-78,1,RP11-520D19.1
SCP2D1,3.25E-82,0.336038357,0.676,0.347,9.29E-78,1,SCP2D1
GID4,6.43E-82,0.456591279,0.816,0.744,1.84E-77,1,GID4
RIBC1,6.82E-82,0.462222374,0.7,0.509,1.95E-77,1,RIBC1
NDUFA9,2.67E-81,0.553949883,0.662,0.523,7.65E-77,1,NDUFA9
KLK5,4.59E-81,0.359466869,0.412,0.169,1.31E-76,1,KLK5
TFAM,9.82E-81,0.587364839,0.741,0.558,2.81E-76,1,TFAM
ANO1-AS2,1.34E-80,0.258692712,0.266,0.073,3.83E-76,1,ANO1-AS2
APOPT1,1.55E-80,0.464348285,0.857,0.805,4.45E-76,1,APOPT1
RP11-38C18.3,2.16E-79,0.366173294,0.452,0.192,6.19E-75,1,RP11-38C18.3
DDX3X,2.80E-79,0.473977288,0.763,0.584,8.03E-75,1,DDX3X
NACC2,2.88E-79,0.32514052,0.42,0.174,8.25E-75,1,NACC2
LHX6,3.41E-79,0.368385441,0.416,0.175,9.75E-75,1,LHX6
C17orf97,6.29E-79,0.428058445,0.906,0.74,1.80E-74,1,C17orf97
DYRK1B,2.12E-78,0.483885725,0.758,0.655,6.06E-74,1,DYRK1B
CFAP100,2.66E-78,0.438272252,0.647,0.418,7.61E-74,1,CFAP100
FHL1,4.52E-78,0.425934716,0.804,0.565,1.29E-73,1,FHL1
LINC00293,8.72E-78,0.501607754,0.53,0.294,2.50E-73,1,LINC00293
THEG,4.42E-77,0.50487068,0.704,0.49,1.27E-72,1,THEG
LINC00347,4.69E-77,0.469873444,0.709,0.451,1.34E-72,1,LINC00347
SELK,8.94E-77,0.393626252,0.803,0.699,2.56E-72,1,SELK
ACTL10,9.05E-77,0.44037353,0.807,0.527,2.59E-72,1,ACTL10
SRPK2,9.33E-77,0.373423904,0.961,0.894,2.67E-72,1,SRPK2
PRKCE,3.79E-76,0.395543456,0.535,0.287,1.09E-71,1,PRKCE
MYL6B,6.19E-76,0.497023546,0.889,0.84,1.77E-71,1,MYL6B
MTX1,4.02E-75,0.379410777,0.916,0.824,1.15E-70,1,MTX1
CLK4,2.66E-74,0.531995155,0.67,0.535,7.61E-70,1,CLK4
LINC00535,4.48E-74,0.45334942,0.697,0.547,1.28E-69,1,LINC00535
RP11-34D15.2,5.28E-74,0.33088872,0.319,0.112,1.51E-69,1,RP11-34D15.2
RP3-331H24.5,5.68E-74,0.362124499,0.393,0.167,1.63E-69,1,RP3-331H24.5
TMEM191C,6.85E-74,0.331274054,0.814,0.522,1.96E-69,1,TMEM191C
RP11-106M3.3,3.26E-73,0.252588812,0.267,0.08,9.33E-69,1,RP11-106M3.3
PRSS37,6.40E-73,0.286845589,0.556,0.264,1.83E-68,1,PRSS37
UBA5,9.25E-73,0.45759707,0.61,0.419,2.65E-68,1,UBA5
FBL,1.21E-72,0.651920109,0.697,0.595,3.45E-68,1,FBL
CYLC1,1.26E-72,0.473199093,0.674,0.449,3.60E-68,1,CYLC1
EAF1,1.27E-72,0.416045721,0.592,0.376,3.64E-68,1,EAF1
NDUFA3,2.08E-72,0.432219484,0.894,0.825,5.97E-68,1,NDUFA3
LRRC71,2.71E-72,0.457316571,0.719,0.588,7.77E-68,1,LRRC71
MLLT11,3.03E-72,0.399804226,0.488,0.251,8.68E-68,1,MLLT11
EFCAB6,3.16E-72,0.406398696,0.704,0.513,9.05E-68,1,EFCAB6
RP11-370P15.2,5.83E-72,0.346456517,0.363,0.146,1.67E-67,1,RP11-370P15.2
SNX29,6.63E-72,0.458149818,0.607,0.426,1.90E-67,1,SNX29
PHLDA3,1.35E-71,0.343289569,0.368,0.151,3.86E-67,1,PHLDA3
ATL3,1.72E-71,0.441429349,0.741,0.675,4.91E-67,1,ATL3
EWSAT1,3.24E-71,0.428443917,0.471,0.243,9.28E-67,1,EWSAT1
RP11-146F11.1,6.00E-71,0.405452866,0.88,0.738,1.72E-66,1,RP11-146F11.1
FSCB,4.08E-70,0.460210334,0.682,0.43,1.17E-65,1,FSCB
OVOL1-AS1,5.35E-70,0.384274685,0.437,0.213,1.53E-65,1,OVOL1-AS1
QARS,3.01E-69,0.420761784,0.686,0.53,8.61E-65,1,QARS
S100A11,3.31E-69,0.446856033,0.648,0.423,9.47E-65,1,S100A11
MAP1LC3A,4.11E-69,0.543141452,0.697,0.638,1.18E-64,1,MAP1LC3A
AURKAIP1,1.80E-68,0.307462928,0.992,0.958,5.15E-64,1,AURKAIP1
SSR4,2.25E-68,0.428310329,0.867,0.78,6.44E-64,1,SSR4
CNN1,3.61E-68,0.476026282,0.631,0.39,1.03E-63,1,CNN1
IPO5,3.89E-68,0.381767859,0.887,0.852,1.11E-63,1,IPO5
ERI3,1.58E-67,0.44369118,0.807,0.787,4.51E-63,1,ERI3
GFRA2,1.65E-67,0.338943604,0.403,0.182,4.72E-63,1,GFRA2
FAM182B,1.13E-66,0.420170028,0.554,0.327,3.23E-62,1,FAM182B
FAM20A,1.58E-66,0.290438728,0.318,0.118,4.53E-62,1,FAM20A
KIF5C,1.82E-66,0.386669668,0.644,0.407,5.20E-62,1,KIF5C
RP11-128P17.3,5.39E-65,0.32579523,0.336,0.14,1.54E-60,1,RP11-128P17.3
PLBD2,6.65E-65,0.493255238,0.587,0.426,1.90E-60,1,PLBD2
SEC14L1,9.30E-65,0.493385548,0.741,0.694,2.66E-60,1,SEC14L1
ANKEF1,1.72E-64,0.348329747,0.56,0.315,4.91E-60,1,ANKEF1
CNTFR-AS1,2.10E-64,0.267823628,0.292,0.102,6.02E-60,1,CNTFR-AS1
FBXW5,3.02E-64,0.422172844,0.966,0.897,8.65E-60,1,FBXW5
AC008694.3,1.38E-63,0.429263948,0.693,0.54,3.95E-59,1,AC008694.3
STX8,3.42E-63,0.373732834,0.822,0.755,9.79E-59,1,STX8
PGK2,4.56E-63,0.419867505,0.965,0.759,1.31E-58,1,PGK2
KB-1083B1.1,5.53E-63,0.457302268,0.523,0.315,1.58E-58,1,KB-1083B1.1
RP11-191N8.2,7.23E-63,0.366632711,0.409,0.196,2.07E-58,1,RP11-191N8.2
UBOX5-AS1,2.38E-62,0.255234013,0.275,0.095,6.82E-58,1,UBOX5-AS1
DHX57,3.53E-62,0.3942094,0.494,0.296,1.01E-57,1,DHX57
BMP8A,5.11E-62,0.274179773,0.284,0.101,1.46E-57,1,BMP8A
ACP1,6.62E-62,0.433280489,0.887,0.903,1.90E-57,1,ACP1
RNF168,1.33E-61,0.411348686,0.639,0.472,3.80E-57,1,RNF168
CAPN2,2.11E-61,0.326106608,0.44,0.209,6.03E-57,1,CAPN2
CTD-2666L21.1,2.70E-61,0.371220041,0.406,0.203,7.72E-57,1,CTD-2666L21.1
FAM53C,4.15E-61,0.396409697,0.721,0.609,1.19E-56,1,FAM53C
PAFAH1B1,4.32E-61,0.40837057,0.953,0.885,1.24E-56,1,PAFAH1B1
TSPYL5,4.53E-61,0.454016816,0.647,0.53,1.30E-56,1,TSPYL5
LINC00901,4.76E-61,0.386937976,0.465,0.267,1.36E-56,1,LINC00901
RP11-46O21.2,5.24E-61,0.380288672,0.432,0.226,1.50E-56,1,RP11-46O21.2
LINC00658,5.91E-61,0.379177318,0.767,0.532,1.69E-56,1,LINC00658
AC004623.2,1.21E-60,0.255139126,0.259,0.086,3.46E-56,1,AC004623.2
TTC7A,1.97E-60,0.445414583,0.445,0.251,5.63E-56,1,TTC7A
PRKAR2A,1.99E-60,0.447836705,0.803,0.761,5.69E-56,1,PRKAR2A
RP11-217B7.3,2.30E-60,0.491829989,0.731,0.564,6.59E-56,1,RP11-217B7.3
POLR3C,6.16E-60,0.408943306,0.766,0.715,1.76E-55,1,POLR3C
MEA1,6.90E-60,0.331982297,0.941,0.926,1.97E-55,1,MEA1
TIMD4,8.06E-60,0.443546442,0.864,0.642,2.31E-55,1,TIMD4
CES1,1.91E-59,0.335809287,0.381,0.176,5.46E-55,1,CES1
DUSP15,2.28E-59,0.426971293,0.965,0.758,6.52E-55,1,DUSP15
SYN3,2.33E-59,0.340962792,0.379,0.182,6.66E-55,1,SYN3
PFKFB2,3.10E-58,0.297484383,0.371,0.174,8.88E-54,1,PFKFB2
MSMP,1.32E-57,0.3506846,0.3,0.116,3.78E-53,1,MSMP
FOXP1-AS1,1.70E-57,0.257823869,0.301,0.117,4.86E-53,1,FOXP1-AS1
CDRT4,2.57E-57,0.2564493,0.288,0.109,7.36E-53,1,CDRT4
RP11-810P12.5,2.66E-57,0.273875853,0.281,0.103,7.62E-53,1,RP11-810P12.5
CTD-2118P12.1,4.50E-57,0.379147209,0.615,0.417,1.29E-52,1,CTD-2118P12.1
NDUFV2-AS1,2.67E-56,0.383087277,0.727,0.63,7.65E-52,1,NDUFV2-AS1
LINC00326,3.71E-56,0.396247639,0.461,0.248,1.06E-51,1,LINC00326
AQP5,4.87E-56,0.360968721,0.995,0.842,1.39E-51,1,AQP5
AFAP1,8.32E-56,0.401281981,0.592,0.443,2.38E-51,1,AFAP1
PHKG2,1.37E-55,0.399610216,0.894,0.79,3.92E-51,1,PHKG2
RP11-21B23.3,1.46E-55,0.262562001,0.254,0.089,4.17E-51,1,RP11-21B23.3
PAGE3,1.81E-55,0.358662904,0.429,0.233,5.19E-51,1,PAGE3
LAPTM4A,1.92E-55,0.267631531,0.95,0.942,5.50E-51,1,LAPTM4A
CTD-2144E22.8,2.49E-55,0.327634216,0.388,0.185,7.13E-51,1,CTD-2144E22.8
BRWD1-AS2,3.60E-55,0.443271797,0.74,0.628,1.03E-50,1,BRWD1-AS2
DRICH1,2.78E-54,0.353438971,0.683,0.459,7.95E-50,1,DRICH1
CANX,5.22E-54,0.358708349,0.769,0.73,1.50E-49,1,CANX
TTC39A,8.89E-54,0.362137773,0.763,0.607,2.54E-49,1,TTC39A
RP11-768G7.2,9.32E-54,0.364135241,0.381,0.181,2.67E-49,1,RP11-768G7.2
TLE4,9.47E-54,0.348012818,0.847,0.727,2.71E-49,1,TLE4
FANCD2OS,9.58E-54,0.370469904,0.772,0.551,2.74E-49,1,FANCD2OS
CEP85L,3.56E-53,0.360465639,0.832,0.736,1.02E-48,1,CEP85L
C16orf90,5.45E-53,0.399250509,0.74,0.648,1.56E-48,1,C16orf90
GALNTL5,5.65E-53,0.353767302,0.718,0.475,1.62E-48,1,GALNTL5
IGSF11-AS1,1.38E-52,0.338754333,0.765,0.506,3.94E-48,1,IGSF11-AS1
LINC00427,1.73E-52,0.280337973,0.278,0.112,4.96E-48,1,LINC00427
HYAL3,7.74E-52,0.351731777,0.432,0.254,2.22E-47,1,HYAL3
TAF10,8.20E-52,0.367514658,0.857,0.794,2.35E-47,1,TAF10
RP11-763K15.1,8.96E-52,0.362697509,0.446,0.26,2.56E-47,1,RP11-763K15.1
LOXHD1,2.31E-51,0.343268345,0.495,0.307,6.62E-47,1,LOXHD1
CEP295NL,2.75E-51,0.431575615,0.601,0.421,7.86E-47,1,CEP295NL
ZNF683,3.22E-51,0.293252668,0.649,0.398,9.21E-47,1,ZNF683
PGAM2,8.49E-51,0.340755442,0.912,0.736,2.43E-46,1,PGAM2
RP11-705O24.1,8.72E-51,0.33193419,0.683,0.461,2.50E-46,1,RP11-705O24.1
RP11-180C1.1,1.13E-50,0.321643208,0.399,0.201,3.22E-46,1,RP11-180C1.1
CDKN1C,1.43E-50,0.283137098,0.361,0.166,4.08E-46,1,CDKN1C
RGS6,1.43E-50,0.367378724,0.424,0.233,4.10E-46,1,RGS6
NUP35,1.94E-50,0.428966329,0.657,0.576,5.54E-46,1,NUP35
ALDOA,3.60E-50,0.279853822,0.849,0.773,1.03E-45,1,ALDOA
RP11-286M16.1,4.55E-50,0.356532619,0.366,0.192,1.30E-45,1,RP11-286M16.1
RP11-712L6.5,5.84E-50,0.339996793,0.43,0.251,1.67E-45,1,RP11-712L6.5
EHBP1,6.29E-50,0.393409686,0.597,0.47,1.80E-45,1,EHBP1
PDZD8,6.78E-50,0.393088709,0.597,0.449,1.94E-45,1,PDZD8
LINC01333,7.28E-50,0.376001874,0.509,0.314,2.09E-45,1,LINC01333
RPRD1A,1.92E-48,0.368741678,0.672,0.592,5.49E-44,1,RPRD1A
MKRN2,2.34E-48,0.329059803,0.755,0.698,6.70E-44,1,MKRN2
SIRPD,5.14E-48,0.350870375,0.611,0.413,1.47E-43,1,SIRPD
FRMD6,9.35E-48,0.388452732,0.6,0.419,2.68E-43,1,FRMD6
RANGRF,1.01E-47,0.326786414,0.895,0.773,2.90E-43,1,RANGRF
PRR30,1.11E-47,0.317864688,0.828,0.567,3.17E-43,1,PRR30
TXNDC8,1.37E-47,0.335695797,0.562,0.355,3.93E-43,1,TXNDC8
EPB41L3,3.61E-47,0.330992985,0.511,0.33,1.03E-42,1,EPB41L3
CYLC2,3.61E-47,0.255417461,0.927,0.619,1.03E-42,1,CYLC2
ARL2,5.82E-47,0.344587561,0.876,0.844,1.67E-42,1,ARL2
MS4A14,7.91E-47,0.369021296,0.523,0.344,2.26E-42,1,MS4A14
RP11-379H18.1,8.49E-47,0.344804828,0.485,0.312,2.43E-42,1,RP11-379H18.1
ZNF350-AS1,1.30E-46,0.377676145,0.521,0.367,3.71E-42,1,ZNF350-AS1
AC002115.5,4.13E-46,0.39201031,0.609,0.493,1.18E-41,1,AC002115.5
RP3-399L15.3,4.69E-46,0.317547031,0.395,0.225,1.34E-41,1,RP3-399L15.3
NRAV,8.83E-46,0.386406238,0.838,0.701,2.53E-41,1,NRAV
FKBP3,1.40E-45,0.455432429,0.786,0.84,4.02E-41,1,FKBP3
EXOSC4,1.42E-45,0.295220163,0.852,0.793,4.07E-41,1,EXOSC4
RP11-270M14.4,1.64E-45,0.255319933,0.281,0.121,4.69E-41,1,RP11-270M14.4
ASTN2,4.76E-45,0.376753409,0.475,0.308,1.36E-40,1,ASTN2
SLC22A18,6.75E-45,0.374630522,0.545,0.398,1.93E-40,1,SLC22A18
RP11-547D23.1,1.35E-44,0.429008793,0.488,0.336,3.87E-40,1,RP11-547D23.1
IFT172,1.89E-44,0.344928612,0.572,0.398,5.42E-40,1,IFT172
C8orf74,3.60E-44,0.324132775,0.555,0.391,1.03E-39,1,C8orf74
PDE1A,5.51E-44,0.325261537,0.717,0.497,1.58E-39,1,PDE1A
HERPUD2,1.90E-43,0.349851638,0.707,0.65,5.45E-39,1,HERPUD2
MORN2,1.91E-43,0.292875665,0.976,0.928,5.48E-39,1,MORN2
MRPS25,2.39E-43,0.319462036,0.857,0.771,6.85E-39,1,MRPS25
MIR7515HG,2.57E-43,0.528253947,0.597,0.46,7.37E-39,1,MIR7515HG
VPRBP,2.94E-43,0.321043575,0.434,0.273,8.42E-39,1,VPRBP
RNF7,1.02E-42,0.369560246,0.837,0.9,2.92E-38,1,RNF7
EEF1D,1.77E-42,0.258175113,0.839,0.745,5.08E-38,1,EEF1D
TM7SF3,1.98E-42,0.3296243,0.502,0.337,5.67E-38,1,TM7SF3
WI2-2373I1.2,2.00E-42,0.392462013,0.603,0.492,5.72E-38,1,WI2-2373I1.2
CBY3,2.15E-42,0.337043987,0.457,0.27,6.17E-38,1,CBY3
RP11-762H8.3,2.83E-42,0.338105224,0.406,0.244,8.09E-38,1,RP11-762H8.3
HOOK1,4.08E-42,0.331373807,0.722,0.597,1.17E-37,1,HOOK1
RAB3IP,5.67E-42,0.370320944,0.749,0.682,1.62E-37,1,RAB3IP
CLCNKB,6.44E-42,0.445224529,0.277,0.126,1.84E-37,1,CLCNKB
STK40,7.09E-42,0.348139432,0.673,0.609,2.03E-37,1,STK40
RP11-2C24.7,1.44E-41,0.389085811,0.361,0.197,4.13E-37,1,RP11-2C24.7
CIB1,1.49E-41,0.33032833,0.888,0.887,4.25E-37,1,CIB1
GOSR2,3.13E-41,0.342390928,0.684,0.637,8.96E-37,1,GOSR2
MIR762HG,4.33E-41,0.338775161,0.431,0.272,1.24E-36,1,MIR762HG
MAP2K2,4.43E-41,0.361763174,0.863,0.867,1.27E-36,1,MAP2K2
B4GALT1-AS1,5.15E-41,0.312682158,0.734,0.516,1.47E-36,1,B4GALT1-AS1
SSU72,8.85E-41,0.287493207,0.81,0.836,2.53E-36,1,SSU72
AC009158.1,1.36E-40,0.276670246,0.356,0.184,3.89E-36,1,AC009158.1
PDE4A,1.40E-39,0.362651561,0.383,0.238,4.00E-35,1,PDE4A
CABYR,1.79E-39,0.263016018,0.974,0.809,5.14E-35,1,CABYR
RP11-535C7.1,2.58E-39,0.299085789,0.56,0.388,7.40E-35,1,RP11-535C7.1
LINGO1-AS2,3.17E-39,0.30293839,0.431,0.264,9.07E-35,1,LINGO1-AS2
CAMLG,4.50E-39,0.286689935,0.935,0.868,1.29E-34,1,CAMLG
ATXN1L,2.36E-38,0.369522282,0.464,0.335,6.74E-34,1,ATXN1L
CDNF,2.91E-38,0.374356598,0.537,0.449,8.32E-34,1,CDNF
SGCB,3.33E-38,0.355738698,0.477,0.347,9.54E-34,1,SGCB
PSORS1C1,4.17E-38,0.328929584,0.834,0.733,1.19E-33,1,PSORS1C1
SPANXN4,4.22E-38,0.251692686,0.291,0.142,1.21E-33,1,SPANXN4
CFAP44-AS1,1.53E-37,0.260479597,0.373,0.199,4.38E-33,1,CFAP44-AS1
KCNH7,1.96E-37,0.255084634,0.265,0.126,5.61E-33,1,KCNH7
LMNTD2,4.39E-37,0.328902645,0.466,0.322,1.26E-32,1,LMNTD2
CARS2,6.38E-37,0.353505267,0.472,0.354,1.83E-32,1,CARS2
LINC00521,6.43E-37,0.316943225,0.436,0.284,1.84E-32,1,LINC00521
AKTIP,8.34E-37,0.297013232,0.639,0.528,2.39E-32,1,AKTIP
DUSP21,9.39E-37,0.31941161,0.357,0.212,2.69E-32,1,DUSP21
ACSL1,2.85E-36,0.280396736,0.596,0.441,8.16E-32,1,ACSL1
GPX1,3.66E-36,0.257744597,0.783,0.688,1.05E-31,1,GPX1
ZMIZ1-AS1,4.11E-36,0.271679456,0.383,0.231,1.18E-31,1,ZMIZ1-AS1
TEPP,4.58E-36,0.259861555,0.515,0.332,1.31E-31,1,TEPP
RP11-319E16.1,5.17E-36,0.292751009,0.498,0.325,1.48E-31,1,RP11-319E16.1
SELM,9.60E-36,0.55473701,0.57,0.487,2.75E-31,1,SELM
C2orf70,1.96E-35,0.309324911,0.626,0.482,5.61E-31,1,C2orf70
MIEF1,2.02E-35,0.31920565,0.592,0.494,5.79E-31,1,MIEF1
TP53INP2,2.61E-35,0.288835189,0.47,0.318,7.47E-31,1,TP53INP2
SERGEF,3.78E-35,0.36771901,0.57,0.445,1.08E-30,1,SERGEF
RAB21,4.11E-35,0.47365887,0.621,0.529,1.18E-30,1,RAB21
ATXN3L,4.98E-35,0.263208118,0.306,0.162,1.43E-30,1,ATXN3L
C6orf201,5.29E-35,0.270201546,0.786,0.59,1.52E-30,1,C6orf201
HSPA4L,7.67E-35,0.326975128,0.847,0.741,2.19E-30,1,HSPA4L
OPTN,1.26E-34,0.295828873,0.783,0.715,3.60E-30,1,OPTN
C1QTNF3,3.80E-34,0.312364159,0.487,0.356,1.09E-29,1,C1QTNF3
RAD51D,4.25E-34,0.281422604,0.397,0.244,1.22E-29,1,RAD51D
SDK1,5.71E-34,0.27083517,0.376,0.233,1.63E-29,1,SDK1
BCAT1,1.26E-33,0.326822266,0.452,0.313,3.60E-29,1,BCAT1
ATPAF1,1.62E-33,0.283737476,0.661,0.564,4.63E-29,1,ATPAF1
RP11-588G21.2,1.72E-33,0.30579586,0.501,0.361,4.91E-29,1,RP11-588G21.2
MS4A5,2.62E-33,0.263708377,0.765,0.548,7.51E-29,1,MS4A5
